,0
5670,greater than
5671,greatest common divisor
5672,greatest lower bound
5673,Great Renaming
5674,Great Runes
5675,Great Worm
5676,greek
5677,greeking
5678,Green
5679,Green Book
5680,Green Book CD-ROM
5681,green bytes
5682,green card
5683,green lightning
5684,green machine
5685,green monitor
5686,Green's Theorem
5687,Greenwich Mean Time
5688,green words
5689,Greg Olson
5690,Gregorian calendar
5691,grep
5692,grey-scale
5693,Greystone Technologies
5694,GRG
5695,GRIB
5696,grick
5697,grilf
5698,Grim File Reaper
5699,GRIND
5700,grind
5701,grind crank
5702,GRIP
5703,gripenet
5704,gritch
5705,grix
5706,groff
5707,grok
5708,gronk
5709,gronked
5710,group
5711,Group 3
5712,Group 4
5713,Group Code Recording
5714,group identifier
5715,Group Separator
5716,Group-Sweeping Scheduling
5717,Groupware
5718,Groupwise
5719,grovel
5720,grunge
5721,gry
5722,GS
5723,gs
5724,GSBL
5725,GSI
5726,GSL
5727,GSM
5728,GSPL
5729,GSS
5730,GSS-API
5731,gt
5732,gtg
5733,GTK+
5734,GTL
5735,GT/SQL
5736,gu
5737,guaranteed scheduling
5738,guard
5739,Guarded Horn Clauses
5740,gubbish
5741,guest book
5742,GUI
5743,GUIDE
5744,Guide
5745,Guide to Available Mathematical Software
5746,guiltware
5747,gun
5748,gunch
5749,Gunning Transceiver Logic
5750,gunzip
5751,Gupta Corporation
5752,gurfle
5753,guru
5754,guru meditation
5755,"Guy Lewis Steele, Jr."
5756,Guy Steele
5757,GVL
5758,gw
5759,GW-Ada
5760,GW-BASIC
5761,gweep
5762,GWHIS
5763,GWM
5764,gy
5765,Gypsy
5766,gz
5767,gzip
5768,h
5769,H.261
5770,H.264
5771,H.323
5772,Habitat
5773,hack
5774,hackathon
5775,hack attack
5776,hacked off
5777,hacked up
5778,hacker
5779,hacker ethic
5780,hacker humour
5781,hacking run
5782,Hacking X for Y
5783,Hackintosh
5784,hackish
5785,hackishness
5786,hackitude
5787,hack mode
5788,hack on
5789,hack together
5790,hack up
5791,hack value
5792,ha ha only serious
5793,hair
5794,hairball
5795,hairy
5796,hairy ball
5797,HAKMEM
5798,hakspek
5799,HAL
5800,half-duplex
5801,halftone
5802,HALGOL
5803,HALMAT
5804,Hal/S
5805,Halt and Catch Fire
5806,halting problem
5807,Hamilton
5808,Hamiltonian cycle
5809,Hamiltonian path
5810,Hamiltonian problem
5811,Hamiltonian tour
5812,Hamilton's problem
5813,hammer
5814,Hamming code
5815,Hamming distance
5816,"Hamming, Richard"
5817,hamster
5818,Han character
5819,HAND
5820,hand cruft
5821,Handel
5822,hand hack
5823,Hand-held Personal Computer
5824,handle
5825,handoff
5826,handover
5827,hand-roll
5828,handshake
5829,handshaking
5830,handwave
5831,hang
5832,hanja
5833,Hanoi
5834,Han Unification
5835,hanzi
5836,happily
5837,Happy
5838,haptic interface
5839,haptics
5840,haque
5841,hard boot
5842,hard-coded
5843,hardcopy
5844,hard crash
5845,hard disk
5846,hard disk drive
5847,hard drive
5848,hard link
5849,hard linking
5850,hard sector
5851,hardware
5852,Hardware Abstraction Layer
5853,hardware circular buffer
5854,Hardware Description Language
5855,hardware handshaking
5856,hardware register
5857,hardwarily
5858,hard-wired
5859,Harris Semiconductor Ltd.
5860,Harvard architecture
5861,Harvard Graphics
5862,Harvard Mark II Machine
5863,Harvest
5864,Harvest C
5865,hash
5866,hash bucket
5867,hash character
5868,hash coding
5869,hash collision
5870,hash function
5871,hashing
5872,hash table
5873,Haskell
5874,Haskell B
5875,Haskell Curry
5876,Haskell User's Gofer System
5877,HASL
5878,HASP
5879,has the X nature
5880,hat
5881,hate-driven development
5882,Hayes
5883,Hayes-compatible
5884,Haze
5885,HBOOK
5886,hc
5887,HC-900
5888,HCF
5889,HCI
5890,HCLP
5891,HCPRVR
5892,HCS
5893,HD
5894,HD6309
5895,HDA
5896,HDC
5897,HDD
5898,HDF
5899,HDFL
5900,HDL
5901,HDLC
5902,HDM
5903,HDMI
5904,HDSL
5905,HDTV
5906,hdx
5907,Head Disk Assembly
5908,header
5909,Head Normal Form
5910,head normalisation theorem
5911,heads down
5912,head-strict
5913,heap
5914,heartbeat
5915,heatseeker
5916,heat sink
5917,heat slug
5918,heavy metal
5919,heavyweight
5920,heavy wizardry
5921,Hebbian learning
5922,heisenbug
5923,Helen Keller mode
5924,Helix
5925,hello
5926,hello packet
5927,"hello, sailor!"
5928,"hello, world"
5929,HELP
5930,Helvetica
5931,henry
5932,HENSA
5933,HEP
5934,HEPDB
5935,HEPiX
5936,HEPnet
5937,HEPVM
5938,HEQS
5939,HERA
5940,HERAKLIT
5941,here document
5942,Herman Hollerith
5943,Hermes
5944,Hesiod
5945,heterogeneous
5946,heterogeneous network
5947,heterogenous
5948,heuristic
5949,heuristics testing
5950,Hewlett-Packard
5951,Hewlett-Packard Graphics Language
5952,Hewlett-Packard Interface Bus
5953,Hewlett Packard Multi Processing Executive
5954,Hewlett Packard Precision Architecture
5955,Hewlett-Packard Visual Engineering Environment
5956,hex
5957,hexadecimal
5958,hexidecimal
5959,hexit
5960,HFC
5961,HHCP
5962,HHOJ
5963,HHOK
5964,HHOS
5965,hi
5966,HIBOL
5967,HID
5968,hidden flag
5969,hierarchical database
5970,Hierarchical Data Format
5971,Hierarchical Design Methodology
5972,hierarchical file system
5973,Hierarchical Music Specification Language
5974,hierarchical navigation
5975,Hierarchical Object Oriented Design
5976,hierarchical routing
5977,hierarchy
5978,Higgs Bugson
5979,high bit
5980,High bit-rate Digital Subscriber Line
5981,high colour
5982,High-Definition Multimedia Interface
5983,high density
5984,Higher Education National Software Archive
5985,higher-order function
5986,higher-order macro
5987,High-level Data Link Control
5988,high-level language
5989,high memory area
5990,high moby
5991,High Performance Computing and Communications
5992,High Performance File System
5993,High Performance Fortran
5994,High Performance Parallel Interface
5995,High Performance Routing
5996,High Performance Serial Bus
5997,High Speed Circuit Switched Data
5998,High Speed Connect
5999,High-speed Net Connect
6000,high speed serial interface
6001,High Voltage Differential
6002,HIGZ
6003,hill climbing
6004,HiLog
6005,HIMEM
6006,Hindenbug
6007,hing
6008,HINT
6009,HiPAC
6010,HIPPI
6011,hiragana
6012,hirsute
6013,HISTORIAN
6014,history
6015,hit
6016,Hitachi 6309
6017,Hitachi HD64180
6018,HITL
6019,hit rate
6020,hk
6021,HL7
6022,HLISP
6023,HLL
6024,HLLAPI
6025,hlp
6026,hm
6027,HMA
6028,HMAC
6029,hmake
6030,HMD
6031,HMP
6032,HMSL
6033,HMTL
6034,hn
6035,HNAP
6036,HNAP1
6037,HNC
6038,HO
6039,Hoare powerdomain
6040,Hobbit
6041,hobbit
6042,hog
6043,HOL
6044,HOL-88
6045,HOL-90
6046,hole
6047,hole model
6048,Hollerithabetical order
6049,"Hollerith, Herman"
6050,Hollywired
6051,HOL-UNITY
6052,holy wars
6053,home
6054,home box
6055,home keys
6056,home machine
6057,Home Network Administration Protocol
6058,home page
6059,Home Phoneline Networking Alliance
6060,HomePNA
6061,home row keys
6062,homogeneous
6063,homogenous
6064,homomorphism
6065,honeypot
6066,Honeywell
6067,Honeywell-800 Business Compiler
6068,HOOD
6069,HOOK
6070,hook
6071,hop
6072,Hope
6073,Hope+
6074,Hope+C
6075,Hopfield model
6076,Hopfield network
6077,horizontal application
6078,horizontal encoding
6079,horizontal loop combination
6080,horizontal microcode
6081,horizontal scan rate
6082,horizontal tabulation
6083,Horn clause
6084,hose
6085,hosed
6086,HOS-STPL
6087,host
6088,host adapter
6089,Host Command Facility
6090,Host Control Interface
6091,host-host layer
6092,hosting
6093,hostname
6094,host number
6095,hosts file
6096,Hot Fix
6097,HotJava
6098,Hotline
6099,Hotline Communications Ltd.
6100,Hotline Connect
6101,hotlink
6102,hotlist
6103,Hotmail
6104,hot spot
6105,Hot Standby Routing Protocol
6106,Hot Swapable Routing Protocol
6107,Hot Swappable Routing Protocol
6108,hot swapping
6109,HOTT
6110,house wizard
6111,Houston Automatic Spooling Program
6112,"Howe, Denis"
6113,how many nibbles are in a byte
6114,how many nibbles in a byte
6115,HP
6116,hp2ps
6117,H/PC
6118,HPCC
6119,HPcode
6120,HPCode-Plus
6121,HPF
6122,HPFS
6123,HP-GL
6124,HP-GL/2
6125,HP-IB
6126,HPL
6127,HPLOT
6128,HP-MPE
6129,HP-PA
6130,HPPI
6131,HPR
6132,HP-SUX
6133,HP-UX
6134,HP VEE
6135,hqx
6136,hr
6137,href
6138,hs
6139,HSB
6140,HSC
6141,HSCSD
6142,HSL-FX
6143,HSM
6144,HSRP
6145,HSSI
6146,HSV
6147,HT
6148,ht
6149,HTH
6150,HTLM
6151,HTML
6152,HTML+
6153,htmlcommentbox.com
6154,HTTL
6155,HTTP
6156,HTTP/1.0
6157,HTTP cookie
6158,HTTPd
6159,HTTP proxy server
6160,HTTPS
6161,HTTP server
6162,hu
6163,hub
6164,Hubnet
6165,hubs
6166,hue
6167,"hue, saturation, brightness"
6168,"hue, saturation, value"
6169,huff
6170,Huffman
6171,Huffman code
6172,Huffman coding
6173,Huffman encoding
6174,Hugh Loebner
6175,HUGO
6176,HUGS
6177,Human-Computer Interaction
6178,Human-Computer Interface
6179,Human Interface Device
6180,Human Interface Technology Laboratory
6181,humanist technology
6182,humma
6183,humor
6184,humour
6185,hung
6186,Hungarian Notation
6187,Hungry Programmers
6188,hungry puppy
6189,Hungry ViewKit
6190,hungus
6191,Hunt the Wumpus
6192,Hurd
6193,HVD
6194,Hybrid
6195,Hybrid Fiber Coax
6196,hybrid multiprocessing
6197,hybrid testing
6198,hydra code
6199,hydrofluorocarbon
6200,HyperBase
6201,Hyper-C
6202,HyperCard
6203,hypercube
6204,Hyperion
6205,hyperlink
6206,Hyper-Man
6207,hypermedia
6208,HyperNeWS
6209,Hyperscript
6210,hyperspace
6211,HyperSPARC
6212,Hyperstrict
6213,HyperTalk
6214,hypertext
6215,hypertext link
6216,Hypertext Markup Language
6217,Hypertext Transfer Protocol
6218,"HyperText Transmission Protocol, Secure"
6219,hyperware
6220,hypotenuse
6221,hysterical reasons
6222,Hytelnet
6223,HyTime
6224,i18n
6225,I2O
6226,i386
6227,i486
6228,i487
6229,i860
6230,IA
6231,IA32
6232,IAB
6233,IAD
6234,IAL
6235,IAM
6236,IANA
6237,IANAL
6238,IAP
6239,I-APL
6240,IAR
6241,IAS
6242,IAW
6243,IAYSDAH
6244,IBEX
6245,IBM
6246,IBM 1130
6247,IBM 1403
6248,IBM 1620
6249,IBM 1710
6250,IBM 2741
6251,IBM 3270
6252,IBM 360
6253,IBM 370
6254,IBM 370ESA
6255,IBM 370XA
6256,IBM 3720
6257,IBM390
6258,IBM 650
6259,IBM 700 series
6260,IBM 701
6261,IBM 704
6262,IBM 7040
6263,IBM 705
6264,IBM 709
6265,IBM 7090
6266,IBM 7094
6267,IBM 801
6268,IBM compatible
6269,IBM Customer Engineer
6270,IBM discount
6271,IBM PC
6272,IBM PC AT
6273,IBM PCjr
6274,IBM PC XT
6275,IBM System/36
6276,IBM Systems Engineer
6277,IBM zSeries
6278,Ibpag2
6279,Iburg
6280,IC
6281,ICA
6282,ICAM
6283,ICANN
6284,I-CASE
6285,ICBM address
6286,ICE
6287,icebreaker
6288,ICES
6289,ICETRAN
6290,ICI
6291,ICL
6292,ICMP
6293,ICMP Router Discovery Protocol
6294,I-Comm
6295,iCOMP
6296,Icon
6297,icon
6298,Icon-Based Parser Generation System 2
6299,Iconicode
6300,"ICONIX Software Engineering, Inc."
6301,IC-Prolog
6302,IC Prolog II
6303,ICQ
6304,ICSI
6305,ICT
6306,ICW
6307,ICWS
6308,Id
6309,id
6310,I-D
6311,ID10T
6312,IDAMS
6313,IDD
6314,IDE
6315,IDEA
6316,IDEAL
6317,ideal
6318,Idealized CSP
6319,Idealized Instruction Set
6320,IDEF
6321,IDEF0
6322,idempotent
6323,identifier
6324,ideogram
6325,I didn't change anything!
6326,idk
6327,IDL
6328,IDMS
6329,IDMSX
6330,Id Nouveau
6331,IDOL
6332,IDS/I
6333,IDSN
6334,id Software
6335,IDSS
6336,IE
6337,ie
6338,IEC
6339,IEC 559
6340,IEEE
6341,IEEE 1076
6342,IEEE 1394
6343,IEEE 488
6344,IEEE 754
6345,IEEE 802
6346,IEEE 802.1
6347,IEEE 802.2
6348,IEEE 802.3
6349,IEEE 802.3u
6350,IEEE 802.3z
6351,IEEE 802.4
6352,IEEE 802.5
6353,IEEE Computer Society
6354,IEEE Floating Point Standard
6355,IEEE Standard 1149.1
6356,IEF
6357,IEN
6358,IEPG
6359,IESG
6360,IETF
6361,IF1
6362,IF2
6363,IFAC
6364,IFC
6365,ifdef out
6366,IFDL
6367,IFF
6368,iff
6369,IFIP
6370,IFP
6371,IFS
6372,IFX
6373,"If you want X, you know where to find it."
6374,IGC
6375,IGES
6376,IGL
6377,IGMP
6378,IGP
6379,IGPL
6380,IGS
6381,IGU
6382,IHS
6383,IHV
6384,IIcx
6385,IIDMS/R
6386,IIL
6387,IINREN
6388,IIOP
6389,IIR
6390,IIRC
6391,IIS
6392,IIT
6393,IITF
6394,IITRAN
6395,il
6396,ILBM
6397,ILF
6398,ILIAD
6399,I-Link
6400,ILISP
6401,ill-behaved
6402,ILLIAC
6403,Illiac IV
6404,Illinois Functional Programming
6405,ILOC
6406,Ilog Solver
6407,iMac
6408,image
6409,image formats
6410,image map
6411,image processing
6412,image recognition
6413,imaging
6414,Imago Europe plc
6415,Imago On-line
6416,imake
6417,IMAO
6418,IMAP
6419,imc
6420,IMD
6421,IMHO
6422,IML
6423,immediate version
6424,Imminent Death Of The Net Predicted!
6425,IMNSHO
6426,IMO
6427,IMP
6428,impact printer
6429,impedance
6430,imperative
6431,imperative language
6432,imperative programming
6433,"Imperial College of Science, Technology and Medicine"
6434,Imperial Software Technology
6435,IMPlementation language
6436,implication
6437,implicit parallelism
6438,implicit type conversion
6439,implies
6440,imply
6441,import
6442,imprecise probability
6443,IMProved Mercury autocode
6444,IMR
6445,IMS
6446,IMS 6100
6447,Imsai
6448,IMS/Data Base
6449,IMS/Data Communications
6450,IMSE
6451,IMTC
6452,in
6453,Ina Jo
6454,InARP
6455,in-band signaling
6456,in-band signalling
6457,inc
6458,incantation
6459,include
6460,include war
6461,inclusive
6462,incomparable
6463,incremental analysis
6464,incremental backup
6465,incremental constraint solver
6466,Incremental Prototyping Technology for Embedded Realtime Systems
6467,increment operator
6468,indent
6469,indentation
6470,indent style
6471,Independent Computing Architecture
6472,Independent Logical File
6473,Independent Verification and Validation
6474,index
6475,Index Data
6476,IndexedDB
6477,Indexed Sequential Access Method
6478,index.htm
6479,index.html
6480,index register
6481,indices
6482,indirect address
6483,indirect addressing
6484,indirection
6485,indirect jump
6486,induction
6487,inductive inference
6488,inductive relation
6489,"Industrial Programming, Inc."
6490,Industrial Robot Language
6491,Industry Standard Architecture
6492,inetd
6493,inews
6494,infant mortality
6495,infeasible path
6496,inference
6497,inference engine
6498,inference rule
6499,infimum
6500,infinite
6501,Infinite Impulse Response
6502,infinite loop
6503,Infinite Monkey Theorem
6504,infinite set
6505,infinity
6506,infix notation
6507,infix syntax
6508,inflate
6509,INFN
6510,Infobahn
6511,Info BASIC
6512,infobot
6513,Informatics Corporation
6514,information
6515,Information Algebra
6516,Information and Communication Technology
6517,Information Appliance
6518,Information Builders
6519,Information Engineering Facility
6520,information highway
6521,Information Infrastructure Task Force
6522,Information Innovation
6523,information island
6524,Information Management
6525,Information Management System
6526,information overload
6527,Information Processing Language
6528,Information Resource Management
6529,information superhighway
6530,Information Systems Factory
6531,information technology
6532,information technology governance
6533,Information Technology Infrastructure Library
6534,Informix
6535,InfoSeek
6536,"InfoStreet, Inc."
6537,infotainment
6538,InfoWord Office
6539,infrared
6540,Infrared Data Association
6541,infrastructure
6542,Inglish
6543,INGRES
6544,inheritance
6545,initgame
6546,initialise
6547,Initial Microprogram Load
6548,Initial Operational Test and Evaluation
6549,Initial Program Load
6550,Initial Program Loader
6551,initiator
6552,injection
6553,inkjet printer
6554,ink printer
6555,inline
6556,inline element
6557,inline image
6558,INMOS transputer
6559,inner class
6560,inner join
6561,inner product
6562,InnovAda
6563,inode
6564,in-order traversal
6565,inout
6566,IN point
6567,Inprise Corporation
6568,Input
6569,input
6570,input device
6571,input/output
6572,input/output redirection
6573,inquiry/response system
6574,INRIA
6575,insanely great
6576,insertion sort
6577,INSIGHT
6578,"Insignia Solutions, Inc."
6579,inspection
6580,installable file system
6581,installed user base
6582,installer
6583,instance
6584,instance variable
6585,instantiate
6586,instantiation
6587,Institute for Global Communications
6588,"Institute of Electrical and Electronics Engineers, Inc."
6589,Institut National de Recherche en Informatique et Automatique
6590,instruction
6591,Instruction Address Register
6592,instructional technology
6593,instruction mnemonic
6594,instruction prefetch
6595,instruction register
6596,instruction scheduling
6597,instruction set
6598,instruction set architecture
6599,Instruction Set Processor
6600,instrument
6601,int
6602,INTCODE
6603,integer
6604,Integer SPECbaserate
6605,Integer SPECbaseratio
6606,Integer SPECrate
6607,Integer SPECratio
6608,integrated circuit
6609,Integrated Database Management System
6610,Integrated Development Environment
6611,Integrated Drive Electronics
6612,Integrated Information Technology
6613,Integrated Modelling Support Environment
6614,Integrated Project Support Environment
6615,Integrated Services Digital Network
6616,Integrated Systems Architecture
6617,Integrated Systems Laboratory
6618,integration
6619,integration testing
6620,integrity
6621,integrity constraint
6622,Intel
6623,Intel 4004
6624,Intel 4040
6625,Intel 486
6626,Intel 486DX
6627,Intel 486SX
6628,Intel 487SX
6629,Intel 8008
6630,Intel 80186
6631,Intel 80188
6632,Intel 80286
6633,Intel 80386
6634,Intel 80386DX
6635,Intel 80386SX
6636,Intel 8048
6637,Intel 80486
6638,Intel 8051
6639,Intel 8080
6640,Intel 8085
6641,Intel 8086
6642,Intel 8088
6643,Intel 80x86
6644,Intel 8751
6645,Intel Comparative Microprocessor Performance index
6646,Intel Corporation
6647,IntelDX4
6648,Intel i960
6649,INTELLECT
6650,intellectual property
6651,intelligent backtracking
6652,intelligent database
6653,Intelligent Input/Output
6654,Intelligent I/O
6655,intelligent key
6656,intelligent terminal
6657,IntelliMouse
6658,Intel Literature Sales
6659,Intelsat
6660,Intel x86
6661,intensional
6662,Intent to Package
6663,INTERACTIVE
6664,interactive
6665,Interactive CourseWare
6666,Interactive Data analysis Language
6667,Interactive Data Entry/Access
6668,Interactive Data Language
6669,Interactive Development Environment
6670,Interactive Development Environments
6671,Interactive Software Engineering
6672,Interactive System Productivity Facility
6673,Interactive Voice Response
6674,Interagency Interim National Research and Education Network
6675,InterBase
6676,INTERCAL
6677,Interchange File Format
6678,INTERCOM
6679,Interdata
6680,Interest Group in Pure and Applied Logics
6681,interesting
6682,inter-exchange carrier
6683,interface
6684,interface analysis
6685,Interface Architect
6686,Interface Definition Language
6687,Interface Description Language
6688,Interface Message Processor
6689,Interior Gateway Protocol
6690,interlace
6691,interlaced image
6692,interlacing
6693,Interlan
6694,Interleaf
6695,interleave
6696,interleaving
6697,INTERLINK
6698,Interlisp
6699,Interlisp-10
6700,Interlisp-D
6701,Intermedia
6702,Intermedia Interchange Format
6703,intermediate code
6704,Intermediate Distribution Frame
6705,Intermediate Programming Language
